text,label,specific_label
"**CANARA BANK - ACCOUNT CLOSURE APPLICATION**
Application Number: 

ACCOUNT HOLDER DETAILS
-------------------
Name: Nancy Bell
Customer ID: 
Mobile Number: (427)908-0842x7499
Email ID: bowmanandrea@example.org

ACCOUNT INFORMATION
----------------
Account Number: AKGI45954464627544
Account Type: Savings
Branch: 
IFSC Code: 

CLOSURE DETAILS
-------------
Reason for Closure: 
Requested Date: 
Balance Settlement: Cheque
Transfer Details:
    Bank Name: 
    Account Number: 
    IFSC Code: 28895655840

LINKED SERVICES
-------------
Debit Card: 4791262055105923
Net Banking: 
Mobile Banking: Active
Standing Instructions: Yes",bank,account closure details
"**KOTAK MAHINDRA BANK - PASSBOOK**
Home Branch: Pittman-Good
IFSC: DVMF21040970892111

ACCOUNT INFORMATION
-----------------
Account Holder: Regina Hernandez
Account Number: 1141530146
Scheme Code: 14940
Customer Relationship No: 26644687
Account Opening Date: 2020-10-15

TRANSACTION DETAILS
-----------------
Post Date | Value Date | Transaction Description | Chq/Ref No | Debit | Credit | Balance
 | 2024-10-22 | test | 87557 | 20000 | 10000 | 50000

Please inform the bank of any change in your contact details",bank,passbook details
"**KOTAK MAHINDRA BANK - KYC FORM**
Application ID: 

CUSTOMER INFORMATION
-----------------
Full Name: 
Date of Birth: 1983-12-10
Place of Birth: 
Mother's Name: Rachel Miller
Father's Name: 

IDENTITY DETAILS
--------------
PAN Number: X1070
Aadhaar Number: 608361749382
Voter ID: Z7589347514
Driving License: K1391984772

CONTACT & ADDRESS
---------------
Mobile Number: 583.744.0818x2795
Email ID: pennypearson@example.org
Current Address: PSC 5737, Box 7605
APO AP 69169
Permanent Address: 270 Anthony Causeway
South Kristin, GA 55775
Residence Type: Owned

OCCUPATION DETAILS
----------------
Occupation: Employed
Employer/Business: Holmes, Murray and Brennan
Work Address: 
Annual Income: 

FATCA/CRS DETAILS
---------------
Tax Residency: 
FATCA Status: 
CRS Declaration:",bank,kyc details
"**UNION BANK OF INDIA - ACCOUNT CLOSURE FORM**
Reference Number: 

CUSTOMER DETAILS
--------------
Full Name: 
Customer ID: 
Contact Number: 
Email Address: dwoods@example.org

ACCOUNT DETAILS
-------------
Account Number: KEJW96502718972761
Account Type: Savings
Branch Name: Dixonhaven
IFSC Code: 

CLOSURE REQUEST
-------------
Reason for Closure: 
Preferred Date: 
Mode of Settlement: Cash
Settlement Account:
    Bank Name: 
    Account Number: 
    IFSC Code: 

LINKED FACILITIES
--------------
Debit Card Number: 2588028329265582
Internet Banking: Active
Mobile Banking: Inactive
Standing Instructions: No",bank,account closure details
"**BANK OF BARODA - FIXED DEPOSIT APPLICATION**
Form Number: 403576

PERSONAL INFORMATION
-----------------
Customer Name: 
Customer ID: 
PAN: K9678
Mobile Number: 975-872-8417x9063
Email ID: robinsonsheila@example.net
Category: 

DEPOSIT DETAILS
-------------
Scheme Selected: 
Deposit Amount: 187079
Period: 
Interest Rate: 6.594416652265837
Interest Payout: Quarterly

FUNDING INFORMATION
----------------
Source Account: ZKSW78297533132913
Branch: 
Mode of Funding: 

MATURITY INSTRUCTIONS
------------------
Maturity Action: 
Renewal Instructions: 
Credit Account: ZBPH28209815429316

NOMINATION
---------
Nominee Name: Kim Haas
Relationship: 
Date of Birth: 1983-06-01
Guardian Name:",bank,fixed deposit details
"**HDFC BANK - KYC APPLICATION**
Application ID: 

CUSTOMER DETAILS
--------------
Full Name: 
Date of Birth: 1968-04-21
Gender: Female
Citizenship: 
Tax Residency: 

PROOF OF IDENTITY
---------------
PAN Card Number: W6921
Aadhaar Number: 416936015015
Form 60 (if no PAN): 
Additional ID Type: 
Additional ID Number: 

ADDRESS INFORMATION
-----------------
Residential Address: 
Office Address: 
Correspondence Address: 
Address Proof Type: 
Proof Number: 

CONTACT INFORMATION
-----------------
Mobile Number: 001-667-367-6857x209
Alternate Number: 
Email Address: alexandra71@example.org
Landline: 620-248-1123

OCCUPATION & INCOME
----------------
Occupation: Student
Nature of Business: 
Annual Income: 
Source of Funds: 

FATCA DECLARATION
---------------
US Person Status: 
Tax Residency Country: 
Tax ID Number:",bank,kyc details
"**UNION BANK OF INDIA - FIXED DEPOSIT APPLICATION**
Reference Number: 

CUSTOMER DETAILS
-------------
Full Name: 
Customer ID: 
PAN Number: A3744
Mobile: 4023591866
Email: elizabeth98@example.net
Category: 

DEPOSIT SCHEME
------------
Deposit Type: Senior Citizen
Amount: 
Tenure: 
Interest Rate: 5.1736746731497965
Interest Frequency: 

FUNDING DETAILS
-------------
Debit Account: 
Branch Name: New Sarah
Mode of Funding: 

MATURITY PROFILE
-------------
Maturity Instructions: 
Auto Renewal: 
Settlement Account: 

NOMINEE DETAILS
-------------
Nominee Name: Kayla Wilkins
Relationship: 
Date of Birth: 2003-07-05
Guardian Details:",bank,fixed deposit details
"**CANARA BANK - ACCOUNT CLOSURE APPLICATION**
Application Number: 

ACCOUNT HOLDER DETAILS
-------------------
Name: Gabriel Robinson
Customer ID: 
Mobile Number: 686.362.7904
Email ID: pereznicholas@example.org

ACCOUNT INFORMATION
----------------
Account Number: PXLB87563727422309
Account Type: Current
Branch: 
IFSC Code: 

CLOSURE DETAILS
-------------
Reason for Closure: 
Requested Date: 
Balance Settlement: Cheque
Transfer Details:
    Bank Name: 
    Account Number: 
    IFSC Code: 58040134344

LINKED SERVICES
-------------
Debit Card: 799258394561377
Net Banking: 
Mobile Banking: Inactive
Standing Instructions: Yes",bank,account closure details
"**YES BANK - LOAN APPLICATION**
Reference Number: 1e8b6136-f72d-4ac6-93ca-30b01a7c5f09

APPLICANT DETAILS
---------------
Name: 
Date of Birth: 1963-03-10
Gender: 
Marital Status: 
Education: 

KYC INFORMATION
-------------
PAN Number: Q6548
Aadhaar Number: 123696278571
Address Proof Type: 
Address Proof Number: 

CONTACT INFORMATION
----------------
Mobile Number: 535.917.7201x813
Email ID: ashleybartlett@example.net
Current Address: USNS Wilkinson
FPO AA 73827
Permanent Address: 
Years at Current Address: 20

EMPLOYMENT DETAILS
---------------
Employment Type: 
Company/Business Name: Lewis Group
Designation: 
Total Experience: 12
Current Experience: 

INCOME DETAILS
------------
Gross Monthly Income: 25000
Net Monthly Income: 
Other Income: Rent
Income Source: 

LOAN DETAILS
----------
Product Type: Home
Required Amount: 300000
Tenure (Months): 
Purpose of Loan: 
Collateral Details: 

EXISTING RELATIONSHIPS
------------------
Existing Customer: 
Products Held: 
Account Number: 7099290448",bank,loan details
"**BANK OF BARODA - CREDIT CARD APPLICATION**
Reference Number: 0157e929-5aae-4685-9124-5619f7d0a899

APPLICANT DETAILS
---------------
Full Name: 
Date of Birth: 1982-06-30
Mother's Name: 
Father's Name: 
Marital Status: 

IDENTIFICATION
------------
PAN Card: W5245
Aadhaar Number: 30726989240
Driving License: 

CONTACT DETAILS
-------------
Mobile Number: 001-581-404-3887x142
Landline: 
Email ID: jacquelinewillis@example.org
Residential Address: 
Office Address: 

OCCUPATION DETAILS
----------------
Employment Status: 
Company Name: 
Designation: 
Years in Current Job: 
Gross Annual Income: 1828841

BANK RELATIONSHIP
--------------
BoB Account Holder: 
Account Number: TCNF89634065745817
Branch Name: Jamesbury
Customer ID: 

CARD REQUIREMENTS
--------------
Card Variant:   # Easy/Select/Premier
Insurance Required:   # Yes/No
SMS Alerts:   # Yes/No",bank,credit card details
"**CANARA BANK - LOAN APPLICATION**
Application Number: 
Branch: 

PERSONAL DETAILS
--------------
Full Name: 
Father's/Spouse Name: 
Date of Birth: 1979-01-24
Age: 
Gender: 
Category:   # General/SC/ST/OBC

IDENTITY DETAILS
--------------
PAN Number: E9168
Aadhaar Number: 90484340185
Voter ID: 
Driving License: 

ADDRESS DETAILS
-------------
Present Address: 
Permanent Address: 
PIN Code: 43189
Contact Numbers:
    Mobile: 001-343-582-9708x1664
    Residence: 
Email: hspencer@example.net

OCCUPATION & INCOME
----------------
Nature of Occupation: Salaried
Employer/Business: 
Annual Income: 500000
Other Income: Investments
Total Experience: 

LOAN REQUEST
----------
Type of Loan: Education
Amount Required: 50000
Repayment Period: 
Purpose: 
Security Offered: 

BANK ACCOUNT DETAILS
-----------------
Account Number: 2265597116
Account Type: Savings
IFSC Code: 
Customer ID:",bank,loan details
"**PUNJAB NATIONAL BANK - ACCOUNT CLOSURE FORM**
Reference Number: 26245b0b-0512-4832-a553-9edc870488fa

ACCOUNT HOLDER DETAILS
-------------------
Name: Misty Cross
Customer ID: 
Mobile Number: 555-234-7238
Email: megan16@example.net

ACCOUNT INFORMATION
----------------
Account Number: SNYF37144863916662
Type of Account: Current
Branch Name: West Jeremiahchester
Opening Date: 

CLOSURE REQUEST
-------------
Reason for Closure: 
Settlement Method: 
Transfer Details (if applicable):
    Bank Name: 
    Account Number: 
    IFSC Code: 97536900737

LINKED FACILITIES
--------------
Debit Card Number: 8909905054743319
Internet Banking: Active
Mobile Banking: Active
Standing Instructions: No",bank,account closure details
"**STATE BANK OF INDIA - ACCOUNT CLOSURE REQUEST**
Reference Number: 703006eb-90ec-4c03-924e-8bf31268b619
Date: 

ACCOUNT HOLDER DETAILS
--------------------
Name: 
Customer ID: 
Mobile Number: 995-669-2338
Email ID: rhodesmark@example.com

ACCOUNT DETAILS
-------------
Account Number: AXVI65365285783638
Account Type: Savings
Branch Name: West Joseph
IFSC Code: 

CLOSURE DETAILS
-------------
Reason for Closure: Account No Longer Needed
Mode of Balance Settlement: Cash  # Cash/Transfer/DD
Settlement Account Details (if applicable):
    Bank Name: Collins, Jones and Torres
    Account Number: OJYD10290644000663
    IFSC Code: 23117466630

LINKED SERVICES
-------------
Debit Card Number: 8117845065976117
Internet Banking: Inactive  # Active/Inactive
Mobile Banking: Active  # Active/Inactive
Standing Instructions: No  # Yes/No

DECLARATION
----------
Outstanding Charges: No  # Yes/No
Unused Cheque Leaves: 2",bank,account closure details
"**CANARA BANK - KYC FORM**
Application Number: 

PERSONAL DETAILS
--------------
Name: 
Date of Birth: 1986-01-03
Gender: Female
Marital Status: Single
Category: 

IDENTITY PROOF
------------
PAN Number: T925
Aadhaar Number: 926768620172
Voter ID: S2852833639
Other ID: 

ADDRESS DETAILS
-------------
Present Address: 
Permanent Address: 752 Natasha Springs Suite 179
Richardville, LA 00661
Proof Type: 

CONTACT INFORMATION
-----------------
Mobile Number: +1-785-895-5029x2348
Landline: +1-396-200-8073x74618
Email: jasoncollins@example.net

OCCUPATION & INCOME
----------------
Occupation: Retired
Annual Income: 
Income Source: Business",bank,kyc details
"**AXIS BANK - ACCOUNT CLOSURE REQUEST**
Form Number: 

ACCOUNT HOLDER INFORMATION
-----------------------
Name: Cameron Austin
Customer ID: 
Contact Details:
    Mobile: 348.312.3111
    Email: joseph75@example.org

ACCOUNT DETAILS
-------------
Account Number: MZSR84464650759871
Type of Account: Current
Branch Name: 
IFSC Code: 

CLOSURE REQUEST DETAILS
--------------------
Reason for Closure: 
Preferred Closure Date: 
Balance Amount: 
Settlement Instructions: 

LINKED PRODUCTS
-------------
Debit Card Number: 2392089949353125
Credit Card Linkage: 
Investment Account: 
Loan Account: 

DECLARATIONS
----------
Pending Charges: 
Unused Cheques: 5
Standing Instructions: Yes",bank,account closure details
"**YES BANK - PASSBOOK**
Branch: Fuller, Mann and Galloway
IFSC Code: DFYO82634570591760

ACCOUNT HOLDER INFORMATION
-----------------------
Account Name: 
Account Number: 1749929679
Product Type: 
Customer ID: 6314955350
Statement Period: 

TRANSACTION DETAILS
----------------
Transaction Date | Narration | Reference | Withdrawals | Deposits | Balance
2024-06-22 |  |  |  |  | 50000

For any assistance, please call YES BANK 24/7 at 1800 1200",bank,passbook details
"**YES BANK - PASSBOOK**
Branch: Carter Ltd
IFSC Code: HQES85832680487099

ACCOUNT HOLDER INFORMATION
-----------------------
Account Name: 
Account Number: 4160593858
Product Type: 
Customer ID: 8293760949
Statement Period: 

TRANSACTION DETAILS
----------------
Transaction Date | Narration | Reference | Withdrawals | Deposits | Balance
2024-03-19 |  |  |  |  | 50000

For any assistance, please call YES BANK 24/7 at 1800 1200",bank,passbook details
"**BANK OF BARODA - ACCOUNT CLOSURE REQUEST**
Form Number: 

ACCOUNT HOLDER INFORMATION
-----------------------
Customer Name: 
Customer ID: 
Mobile Number: 001-793-972-9712x3131
Email ID: nbond@example.org

ACCOUNT DETAILS
-------------
Account Number: ZLZA19921525177792
Account Type: Current
Home Branch: 
IFSC Code: 

CLOSURE INFORMATION
----------------
Reason for Closure: 
Requested Closure Date: 
Current Balance: 
Settlement Method: 

SETTLEMENT DETAILS
---------------
Transfer Details:
    Bank Name: 
    Account Number: 
    IFSC Code: 44633234342
    Account Holder Name: 

LINKED SERVICES
-------------
Debit Card: 1154835540553007
Internet Banking: Active
Mobile Banking: Active
Standing Instructions: No",bank,account closure details
"**AXIS BANK - KYC APPLICATION**
Form Number: 98486

PERSONAL DETAILS
--------------
Name: 
Date of Birth: 2006-09-29
Gender: Female
Nationality: Cuba
Resident Status: 

IDENTIFICATION
------------
PAN Number: E3081
Aadhaar Number: 267402672124
Passport Number: 
Other ID Type: 
Other ID Number: 

ADDRESS DETAILS
-------------
Residential Address: 
Office Address: 
Preferred Mailing: 
Proof Submitted: 

CONTACT INFORMATION
-----------------
Mobile Number: 001-844-509-5275
Email Address: uingram@example.com
Alternate Contact: 

OCCUPATION & INCOME
----------------
Occupation Type: Student
Industry: 
Annual Income: 
Source of Wealth: 

ACCOUNT RELATED
-------------
Account Type: Current
Banking Purpose: 
Expected Turnover:",bank,kyc details
"**AXIS BANK - KYC APPLICATION**
Form Number: 98486

PERSONAL DETAILS
--------------
Name: 
Date of Birth: 2006-09-29
Gender: Female
Nationality: Cuba
Resident Status: 

IDENTIFICATION
------------
PAN Number: E3081
Aadhaar Number: 267402672124
Passport Number: 
Other ID Type: 
Other ID Number: 

ADDRESS DETAILS
-------------
Residential Address: 
Office Address: 
Preferred Mailing: 
Proof Submitted: 

CONTACT INFORMATION
-----------------
Mobile Number: 001-844-509-5275
Email Address: uingram@example.com
Alternate Contact: 

OCCUPATION & INCOME
----------------
Occupation Type: Student
Industry: 
Annual Income: 
Source of Wealth: 

ACCOUNT RELATED
-------------
Account Type: Current
Banking Purpose: 
Expected Turnover:",bank,kyc details
"**YES BANK - ACCOUNT CLOSURE REQUEST**
Form Number: 

CUSTOMER INFORMATION
-----------------
Customer Name: 
Customer ID: 
Contact Number: 
Email ID: 

ACCOUNT DETAILS
-------------
Account Number: RWTQ57829035882091
Account Type: Current
Branch Location: 
Account Opening Date: 

CLOSURE INFORMATION
----------------
Primary Reason: 
Additional Comments: 
Preferred Closure Date: 
Settlement Mode: Cash

LINKED PRODUCTS
-------------
Debit Card Details: 2191568236593278
Digital Banking: 
Investment Products: 
Locker Services: 

SETTLEMENT DETAILS
---------------
Transfer Account Details:
    Bank Name: 
    Account Number: 
    IFSC Code: 68672701681",bank,account closure details
"**ICICI BANK - KYC FORM**
Reference Number: 

BASIC INFORMATION
---------------
Customer Name: Laura Brown
Date of Birth: 1990-11-22
Place of Birth: 
Gender: Male
Marital Status: Single
Nationality: Reunion

IDENTITY VERIFICATION
------------------
PAN Number: M7907
Aadhaar Number: 491040124629
Passport Details: 
Other Valid ID: 
Photo Submission: 

CONTACT & ADDRESS
---------------
Mobile Number: (840)726-3962x8946
Email ID: veronicacarter@example.org
Residence Phone: 
Current Address: 2067 Steven Summit Apt. 625
Joyceburgh, MT 32883
Permanent Address: 83150 Cline Trace Suite 702
New Vincent, MH 54259
Address Proof Type: 

OCCUPATION DETAILS
----------------
Employment Type: 
Employer Name: Maynard Ltd
Office Address: 
Annual Income: 
Nature of Business: 

ADDITIONAL DETAILS
----------------
Purpose of Account: 
Expected Transactions: 
Risk Category:",bank,kyc details
"**ICICI BANK - LOAN APPLICATION FORM**
Application Number: 
Date: 

1. PERSONAL INFORMATION
----------------------
Name: 
Date of Birth: 
Gender: 
PAN: 
Aadhaar: 
Contact Information:
  - Phone: 
  - Email: 

2. ADDRESS DETAILS
-----------------
Present Address: 951 Rhonda Trail Apt. 462
Levitown, FL 77240
City: 
State: 
PIN: 
Ownership Status:   # Own/Rented/Lease
Duration of Stay: 

3. EMPLOYMENT & INCOME
---------------------
Employment Type:   # Salaried/Self-Employed/Business Owner
Organization: 
Designation: 
Work Experience: 
Gross Annual Income: 
Net Monthly Income: 

4. LOAN REQUEST
--------------
Loan Category: Home  # Personal/Home/Auto/Business
Amount Requested: 500000
Tenure Required: 
Purpose: Business Expansion

5. BANKING RELATIONSHIPS
-----------------------
Primary Bank: Kotak
Account Type: Fixed Deposit
Account Number: 7075823672
Existing Loans:   # Yes/No
Current EMIs:",bank,loan details
